"","X","X.1","BEARID","FREQ","FIX","FIX_DATE_T","LMT_DATE","LMT_TIME","LATITUDE","LONGITUDE","ELEV","TIME","TEMP","FIX_STATUS","SATS_USED","PDOP","NAV","plot","Year","Init48","Trans","UTMe","UTMn","Day","Week","Season","subsample"
"3860",3860,3860,5,580,6485,38613.95888,"9/18/2005","23:00",39.1491314,-106.7776247,2442,40,24,"""2D Fix-F0""",4,2.4,"2D","yes",2005,"no","no",346390.951531,4334830.75221,261,38,"Hyperphagia","yes"
"3862",3862,3862,5,580,6487,38613.97944,"9/18/2005","23:30",39.1490931,-106.7775083,2623,20,25,"""3D Fix-F1""",5,7,"3D","yes",2005,"no","no",346400.927329,4334826.3044,261,38,"Hyperphagia","yes"
"3864",3864,3864,5,580,6489,38614.00095,"9/19/2005","00:01",39.1488572,-106.7771792,2522,85,23,"""3D Fix-F3""",5,4.1,"3D","yes",2005,"no","no",346428.854713,4334799.5659,262,38,"Hyperphagia","yes"
"3866",3866,3866,5,580,6529,38614.41723,"9/19/2005","10:00",39.1454678,-106.7717742,2583,54,16.5,"""3D Fix-F0""",4,5,"3D","yes",2005,"no","no",346888.600711,4334414.25823,262,38,"Hyperphagia","yes"
"3868",3868,3868,5,580,6533,38614.45946,"9/19/2005","11:01",39.1452928,-106.7718792,2587,90,22,"""2D Fix-F0""",3,2.9,"2D","yes",2005,"no","no",346879.147034,4334395.01311,262,38,"Hyperphagia","yes"
"3870",3870,3870,5,580,6545,38614.58413,"9/19/2005","14:01",39.1455814,-106.7713489,2587,62,25,"""2D Fix-F0""",3,4.2,"2D","yes",2005,"no","no",346925.602406,4334426.14842,262,38,"Hyperphagia","yes"
"3871",3871,3871,5,580,6551,38614.64662,"9/19/2005","15:31",39.1452056,-106.7717142,2587,64,26.5,"""2D Fix-F2""",4,1.9,"2D","yes",2005,"no","no",346893.217825,4334385.05677,262,38,"Hyperphagia","yes"
"3872",3872,3872,5,580,6565,38614.79328,"9/19/2005","19:02",39.1459558,-106.7710825,2664,137,18.5,"""3D Fix-F1""",5,7.1,"3D","yes",2005,"no","no",346949.436484,4334467.25166,262,38,"Hyperphagia","yes"
"3875",3875,3875,5,580,6589,38615.04196,"9/20/2005","01:00",39.1524456,-106.7882169,2449,36,14,"""2D Fix-F1""",4,1.3,"2D","yes",2005,"no","no",345482.842382,4335216.56778,263,38,"Hyperphagia","yes"
"3876",3876,3876,5,580,6591,38615.06334,"9/20/2005","01:31",39.1569503,-106.7902689,2445,70,9.5,"""3D Fix-F1""",6,3,"3D","yes",2005,"no","no",345315.38729,4335720.01989,263,38,"Hyperphagia","yes"
"3878",3878,3878,5,580,6593,38615.08366,"9/20/2005","02:00",39.1571142,-106.7905364,2462,27,10,"""3D Fix-F2""",6,3.2,"3D","yes",2005,"no","no",345292.63202,4335738.66659,263,38,"Hyperphagia","yes"
"3880",3880,3880,5,580,6595,38615.10448,"9/20/2005","02:30",39.1591561,-106.79124,2453,21,10.5,"""3D Fix-F1""",5,7.8,"3D","yes",2005,"no","no",345236.31024,4335966.48762,263,38,"Hyperphagia","yes"
"3882",3882,3882,5,580,6597,38615.12557,"9/20/2005","03:00",39.1663081,-106.7968022,2444,43,8,"""3D Fix-F11""",5,6.4,"3D","yes",2005,"no","no",344771.427761,4336769.76078,263,38,"Hyperphagia","yes"
"3884",3884,3884,5,580,6625,38615.41781,"9/20/2005","10:01",39.1877156,-106.7975614,2464,94,18,"""2D Fix-F0""",3,2.7,"2D","yes",2005,"no","no",344752.939198,4339146.98487,263,38,"Hyperphagia","yes"
"3886",3886,3886,5,580,6627,38615.43877,"9/20/2005","10:31",39.1866592,-106.7974856,2663,103,18,"""3D Fix-F4""",5,3.1,"3D","yes",2005,"no","no",344757.161253,4339029.60968,263,38,"Hyperphagia","yes"
"3888",3888,3888,5,580,6629,38615.45856,"9/20/2005","11:00",39.1865303,-106.7975356,2682,19,20,"""3D Fix-F1""",5,2.9,"3D","yes",2005,"no","no",344752.558949,4339015.38925,263,38,"Hyperphagia","yes"
"3890",3890,3890,5,580,6631,38615.47936,"9/20/2005","11:30",39.1865622,-106.7975092,2659,18,21.5,"""3D Fix-F0""",4,5.1,"3D","yes",2005,"no","no",344754.90939,4339018.88448,263,38,"Hyperphagia","yes"
"3892",3892,3892,5,580,6633,38615.50125,"9/20/2005","12:01",39.1865797,-106.7975658,2598,99,24.5,"""2D Fix-F12""",4,1.5,"2D","yes",2005,"no","no",344750.059218,4339020.92367,263,38,"Hyperphagia","yes"
"3895",3895,3895,5,580,6641,38615.58425,"9/20/2005","14:01",39.1866558,-106.7977556,2654,70,28,"""3D Fix-F1""",5,2.8,"3D","yes",2005,"no","no",344733.833211,4339029.69478,263,38,"Hyperphagia","yes"
"3897",3897,3897,5,580,6643,38615.60443,"9/20/2005","14:30",39.1865836,-106.7976544,2658,19,28.5,"""3D Fix-F1""",6,4.6,"3D","yes",2005,"no","no",344742.415194,4339021.50826,263,38,"Hyperphagia","yes"
"3899",3899,3899,5,580,6645,38615.62532,"9/20/2005","15:00",39.1863994,-106.7978233,2658,19,29,"""3D Fix-F2""",6,3.1,"3D","yes",2005,"no","no",344727.421424,4339001.354,263,38,"Hyperphagia","yes"
"3901",3901,3901,5,580,6647,38615.64624,"9/20/2005","15:30",39.1865194,-106.7976792,2660,35,30,"""2D Fix-F4""",4,1.8,"2D","yes",2005,"no","no",344740.131854,4339014.42546,263,38,"Hyperphagia","yes"
"3903",3903,3903,5,580,6649,38615.66738,"9/20/2005","16:01",39.1866739,-106.7977331,2652,54,30,"""3D Fix-F1""",6,2.1,"3D","yes",2005,"no","no",344735.816429,4339031.66508,263,38,"Hyperphagia","yes"
"3904",3904,3904,5,580,6651,38615.68876,"9/20/2005","16:31",39.1865758,-106.7977489,2652,100,29.5,"""2D Fix-F0""",3,3.2,"2D","yes",2005,"no","no",344734.235822,4339020.80444,263,38,"Hyperphagia","yes"
"3906",3906,3906,5,580,6653,38615.70858,"9/20/2005","17:00",39.1868978,-106.7966881,2591,21,28,"""3D Fix-F1""",6,9,"3D","yes",2005,"no","no",344826.568132,4339054.72532,263,38,"Hyperphagia","yes"
"3908",3908,3908,5,580,6655,38615.72973,"9/20/2005","17:30",39.1884081,-106.7976239,2687,48,26,"""3D Fix-F1""",6,3.2,"3D","yes",2005,"no","no",344749.065171,4339223.94958,263,38,"Hyperphagia","yes"
"3910",3910,3910,5,580,6657,38615.75046,"9/20/2005","18:00",39.1883069,-106.7975653,2698,35,25.5,"""3D Fix-F3""",5,4.1,"3D","yes",2005,"no","no",344753.903738,4339212.61745,263,38,"Hyperphagia","yes"
"3911",3911,3911,5,580,6659,38615.77197,"9/20/2005","18:31",39.1892575,-106.7991197,2698,89,24.5,"""3D Fix-F1""",5,4.2,"3D","yes",2005,"no","no",344621.743559,4339320.78406,263,38,"Hyperphagia","yes"
"3913",3913,3913,5,580,6661,38615.79216,"9/20/2005","19:00",39.1935311,-106.8016317,2722,48,21,"""3D Fix-F1""",5,6.3,"3D","yes",2005,"no","no",344414.211638,4339799.40263,263,38,"Hyperphagia","yes"
"3915",3915,3915,5,580,6667,38615.855,"9/20/2005","20:31",39.1982803,-106.8126117,2741,70,18.5,"""2D Fix-F0""",3,2,"2D","yes",2005,"no","no",343476.475549,4340345.40488,263,38,"Hyperphagia","yes"
"3916",3916,3916,5,580,6677,38615.95971,"9/20/2005","23:01",39.2049869,-106.8179847,2744,111,14.5,"""2D Fix-F0""",3,2.6,"2D","yes",2005,"no","no",343027.404742,4341099.0397,263,38,"Hyperphagia","yes"
"3918",3918,3918,5,580,6679,38615.97966,"9/20/2005","23:30",39.2049067,-106.81776,2456,42,17,"""3D Fix-F2""",5,6.6,"3D","yes",2005,"no","no",343046.629065,4341089.74934,263,38,"Hyperphagia","yes"
"3920",3920,3920,5,580,6681,38616.00066,"9/21/2005","00:00",39.2054497,-106.8196397,2464,54,17.5,"""3D Fix-F0""",5,3.7,"3D","yes",2005,"no","no",342885.526667,4341153.2727,264,38,"Hyperphagia","yes"
"3921",3921,3921,5,580,6683,38616.02138,"9/21/2005","00:30",39.2075719,-106.8230342,2466,41,16,"""2D Fix-F0""",3,4.7,"2D","yes",2005,"no","no",342597.151678,4341394.69978,264,38,"Hyperphagia","yes"
"3924",3924,3924,5,580,6687,38616.0633,"9/21/2005","01:31",39.2078192,-106.8238036,2528,71,16,"""2D Fix-F1""",4,1.7,"2D","yes",2005,"no","no",342531.268719,4341423.48369,264,38,"Hyperphagia","yes"
"3926",3926,3926,5,580,6689,38616.08427,"9/21/2005","02:01",39.2078081,-106.8235786,2526,113,15.5,"""3D Fix-F0""",4,2.8,"3D","yes",2005,"no","no",342550.671945,4341421.8607,264,38,"Hyperphagia","yes"
"3927",3927,3927,5,580,6691,38616.10529,"9/21/2005","02:31",39.2080378,-106.8233258,2512,92,17.5,"""3D Fix-F0""",4,7.3,"3D","yes",2005,"no","no",342573.013424,4341446.915,264,38,"Hyperphagia","yes"
"3929",3929,3929,5,580,6693,38616.1256,"9/21/2005","03:00",39.2080842,-106.8232792,2522,84,19.5,"""3D Fix-F0""",4,6.1,"3D","yes",2005,"no","no",342577.140798,4341451.9838,264,38,"Hyperphagia","yes"
"3931",3931,3931,5,580,6695,38616.1464,"9/21/2005","03:30",39.2079775,-106.8233967,2504,59,20.5,"""2D Fix-F1""",4,3.5,"2D","yes",2005,"no","no",342566.756777,4341440.34571,264,38,"Hyperphagia","yes"
"3933",3933,3933,5,580,6697,38616.16699,"9/21/2005","04:00",39.207995,-106.8235617,2481,58,18,"""3D Fix-F0""",5,7.9,"3D","yes",2005,"no","no",342552.548685,4341442.5747,264,38,"Hyperphagia","yes"
"3935",3935,3935,5,580,6701,38616.20903,"9/21/2005","05:01",39.2133289,-106.8272242,2479,56,16,"""2D Fix-F0""",3,4.3,"2D","yes",2005,"no","no",342248.243448,4342040.93698,264,38,"Hyperphagia","yes"
"3936",3936,3936,5,580,6703,38616.23022,"9/21/2005","05:31",39.2137139,-106.8270278,2480,83,17.5,"""2D Fix-F0""",3,4.4,"2D","yes",2005,"no","no",342266.062349,4342083.32483,264,38,"Hyperphagia","yes"
"3939",3939,3939,5,580,6751,38616.73013,"9/21/2005","17:31",39.2160058,-106.8313172,2589,77,18.5,"""2D Fix-F0""",3,5,"2D","yes",2005,"no","no",341900.85934,4342345.17261,264,38,"Hyperphagia","yes"
"3940",3940,3940,5,580,6801,38617.25076,"9/22/2005","06:01",39.2112275,-106.8352047,2459,60,19.5,"""3D Fix-F1""",7,2.5,"3D","yes",2005,"no","no",341554.482131,4341821.63695,265,38,"Hyperphagia","yes"
"3942",3942,3942,5,580,6803,38617.27169,"9/22/2005","06:31",39.2112494,-106.8352111,2466,75,21,"""3D Fix-F1""",6,2.5,"3D","yes",2005,"no","no",341553.978772,4341824.07875,265,38,"Hyperphagia","yes"
"3943",3943,3943,5,580,6805,38617.2925,"9/22/2005","07:01",39.21161,-106.8352956,2465,93,17.5,"""3D Fix-F1""",5,4.3,"3D","yes",2005,"no","no",341547.493541,4341864.24833,265,38,"Hyperphagia","yes"
"3944",3944,3944,5,580,6807,38617.31273,"9/22/2005","07:30",39.21172,-106.8351847,2467,31,16,"""2D Fix-F0""",3,3.3,"2D","yes",2005,"no","no",341557.316189,4341876.2629,265,38,"Hyperphagia","yes"
"3946",3946,3946,5,580,6811,38617.35472,"9/22/2005","08:30",39.2132253,-106.8352556,2467,42,18.5,"""2D Fix-F1""",4,1.6,"2D","yes",2005,"no","no",341554.578848,4342043.45515,265,38,"Hyperphagia","yes"
"3948",3948,3948,5,580,6817,38617.41731,"9/22/2005","10:00",39.2135253,-106.8351331,2462,53,19,"""2D Fix-F1""",4,4.8,"2D","yes",2005,"no","no",341565.829975,4342076.53691,265,38,"Hyperphagia","yes"
"3949",3949,3949,5,580,6821,38617.45881,"9/22/2005","11:00",39.2134278,-106.8353017,2450,35,23.5,"""2D Fix-F2""",4,1.7,"2D","yes",2005,"no","no",341551.053857,4342066.01059,265,38,"Hyperphagia","yes"
"3951",3951,3951,5,580,6825,38617.50057,"9/22/2005","12:00",39.213435,-106.835345,2490,53,25,"""3D Fix-F0""",4,4.3,"3D","yes",2005,"no","no",341547.331524,4342066.88543,265,38,"Hyperphagia","yes"
"3955",3955,3955,5,580,6835,38617.60502,"9/22/2005","14:31",39.2137856,-106.8352628,2450,71,26,"""2D Fix-F0""",3,2.3,"2D","yes",2005,"no","no",341555.216935,4342105.65359,265,38,"Hyperphagia","yes"
"3956",3956,3956,5,580,6837,38617.62611,"9/22/2005","15:01",39.2135153,-106.8355839,2451,93,27,"""2D Fix-F14""",4,2.4,"2D","yes",2005,"no","no",341526.885473,4342076.21555,265,38,"Hyperphagia","yes"
"3958",3958,3958,5,580,6869,38617.95949,"9/22/2005","23:01",39.2071411,-106.823795,2449,91,19,"""2D Fix-F0""",3,2.8,"2D","yes",2005,"no","no",342530.496444,4341348.20883,265,38,"Hyperphagia","yes"
"3959",3959,3959,5,580,6893,38618.20899,"9/23/2005","05:00",39.2111928,-106.8351833,2456,50,19.5,"""3D Fix-F3""",6,4.1,"3D","yes",2005,"no","no",341556.251855,4341817.74828,266,38,"Hyperphagia","yes"
"3960",3960,3960,5,580,6895,38618.22962,"9/23/2005","05:30",39.2112033,-106.8351544,2456,39,20.5,"""3D Fix-F1""",6,3.3,"3D","yes",2005,"no","no",341558.770765,4341818.8631,266,38,"Hyperphagia","yes"
"3961",3961,3961,5,580,6897,38618.2509,"9/23/2005","06:01",39.2112094,-106.8352094,2458,69,19.5,"""3D Fix-F1""",7,2.3,"3D","yes",2005,"no","no",341554.035629,4341819.63631,266,38,"Hyperphagia","yes"
"3963",3963,3963,5,580,6909,38618.37539,"9/23/2005","09:00",39.2135092,-106.8351781,2465,30,19,"""3D Fix-F1""",5,3.6,"3D","yes",2005,"no","no",341561.908485,4342074.82873,266,38,"Hyperphagia","yes"
"3966",3966,3966,5,580,6915,38618.43772,"9/23/2005","10:30",39.2134233,-106.8351203,2455,21,23.5,"""3D Fix-F0""",4,5.2,"3D","yes",2005,"no","no",341566.705815,4342065.19388,266,38,"Hyperphagia","yes"
"3968",3968,3968,5,580,6917,38618.45939,"9/23/2005","11:01",39.2133881,-106.8351681,2474,90,25,"""2D Fix-F1""",4,2.3,"2D","yes",2005,"no","no",341562.499626,4342061.37075,266,38,"Hyperphagia","yes"
"3969",3969,3969,5,580,6919,38618.47949,"9/23/2005","11:30",39.2135814,-106.8352528,2449,20,25.5,"""3D Fix-F1""",5,3.8,"3D","yes",2005,"no","no",341555.621223,4342082.97262,266,38,"Hyperphagia","yes"
"3971",3971,3971,5,580,6921,38618.5002,"9/23/2005","12:00",39.2134925,-106.8351936,2467,19,26.5,"""3D Fix-F0""",4,4.4,"3D","yes",2005,"no","no",341560.532671,4342073.00236,266,38,"Hyperphagia","yes"
"3972",3972,3972,5,580,6923,38618.52139,"9/23/2005","12:30",39.2134403,-106.8352714,2459,40,24.5,"""3D Fix-F1""",5,5,"3D","yes",2005,"no","no",341553.698063,4342067.34493,266,38,"Hyperphagia","yes"
"3973",3973,3973,5,580,6925,38618.54211,"9/23/2005","13:00",39.2135981,-106.8353908,2444,38,25,"""3D Fix-F2""",7,3.3,"3D","yes",2005,"no","no",341543.74388,4342085.06747,266,38,"Hyperphagia","yes"
"3974",3974,3974,5,580,6931,38618.60464,"9/23/2005","14:30",39.2131425,-106.8336281,2456,43,26,"""3D Fix-F0""",4,5.8,"3D","yes",2005,"no","no",341694.911583,4342031.42018,266,38,"Hyperphagia","yes"
"3976",3976,3976,5,580,6933,38618.6252,"9/23/2005","15:00",39.2128628,-106.8322983,2488,18,21.5,"""3D Fix-F1""",5,8.6,"3D","yes",2005,"no","no",341809.099108,4341998.05426,266,38,"Hyperphagia","yes"
"3977",3977,3977,5,580,6935,38618.64609,"9/23/2005","15:30",39.2134394,-106.8321269,2671,26,21.5,"""3D Fix-F0""",4,5.7,"3D","yes",2005,"no","no",341825.192053,4342061.74988,266,38,"Hyperphagia","yes"
"3979",3979,3979,5,580,6941,38618.70897,"9/23/2005","17:00",39.2146289,-106.8350097,2500,52,24.5,"""3D Fix-F2""",6,2.7,"3D","yes",2005,"no","no",341578.965254,4342198.80603,266,38,"Hyperphagia","yes"
"3980",3980,3980,5,580,6947,38618.77172,"9/23/2005","18:31",39.2184647,-106.8309919,2500,94,17.5,"""2D Fix-F9""",4,1.6,"2D","yes",2005,"no","no",341934.460668,4342617.51013,266,38,"Hyperphagia","yes"
"3982",3982,3982,5,580,6949,38618.79222,"9/23/2005","19:00",39.2176333,-106.8280922,2677,55,18,"""2D Fix-F4""",4,1.6,"2D","yes",2005,"no","no",342182.940545,4342520.17975,266,38,"Hyperphagia","yes"
"3984",3984,3984,5,580,6951,38618.81387,"9/23/2005","19:31",39.2205569,-106.8272058,2678,111,16,"""2D Fix-F0""",3,2.8,"2D","yes",2005,"no","no",342266.012783,4342843.11649,266,38,"Hyperphagia","yes"
"3986",3986,3986,5,580,6955,38618.85449,"9/23/2005","20:30",39.2205261,-106.8261467,2692,31,21.5,"""3D Fix-F0""",4,5.6,"3D","yes",2005,"no","no",342357.377207,4342837.85427,266,38,"Hyperphagia","yes"
"3989",3989,3989,5,580,6959,38618.89637,"9/23/2005","21:30",39.2207289,-106.8263536,2706,50,20.5,"""3D Fix-F0""",4,4,"3D","yes",2005,"no","no",342339.969096,4342860.72249,266,38,"Hyperphagia","yes"
"3990",3990,3990,5,580,6961,38618.91779,"9/23/2005","22:01",39.2211086,-106.8259389,2712,90,20.5,"""2D Fix-F0""",4,4.2,"2D","yes",2005,"no","no",342376.620025,4342902.14239,266,38,"Hyperphagia","yes"
"3993",3993,3993,5,580,7003,38619.35443,"9/24/2005","08:30",39.2042586,-106.8178411,2375,33,21,"""3D Fix-F0""",4,7.1,"3D","yes",2005,"no","no",343038.183041,4341017.95959,267,38,"Hyperphagia","yes"
"3994",3994,3994,5,580,7017,38619.50081,"9/24/2005","12:01",39.2041278,-106.817685,2383,70,26,"""2D Fix-F0""",3,1.8,"2D","yes",2005,"no","no",343051.371239,4341003.17218,267,38,"Hyperphagia","yes"
"3996",3996,3996,5,580,7023,38619.56277,"9/24/2005","13:30",39.2035969,-106.8180317,2411,28,26.5,"""3D Fix-F0""",4,6.1,"3D","yes",2005,"no","no",343020.251096,4340944.85014,267,38,"Hyperphagia","yes"
"3998",3998,3998,5,580,7031,38619.64639,"9/24/2005","15:30",39.2038819,-106.8178528,2460,52,26.5,"""3D Fix-F0""",4,5.4,"3D","yes",2005,"no","no",343036.334002,4340976.17131,267,38,"Hyperphagia","yes"
"3999",3999,3999,5,580,7033,38619.66722,"9/24/2005","16:00",39.2036689,-106.8179444,2465,42,26,"""3D Fix-F6""",6,2.3,"3D","yes",2005,"no","no",343027.949931,4340952.68991,267,38,"Hyperphagia","yes"
"4000",4000,4000,5,580,7105,38620.41735,"9/25/2005","10:00",39.1791411,-106.7851189,2828,54,17,"""3D Fix-F3""",5,3.2,"3D","yes",2005,"no","no",345808.872504,4338174.10202,268,39,"Hyperphagia","yes"
"4003",4003,4003,5,580,7119,38620.56289,"9/25/2005","13:30",39.1685981,-106.7717011,3010,31,21,"""2D Fix-F1""",4,4.2,"2D","yes",2005,"no","no",346945.05888,4336981.24976,268,39,"Hyperphagia","yes"
"4005",4005,4005,5,580,7121,38620.5838,"9/25/2005","14:00",39.1682856,-106.7718553,3077,46,21,"""3D Fix-F0""",4,5.9,"3D","yes",2005,"no","no",346931.059229,4336946.82718,268,39,"Hyperphagia","yes"
"4006",4006,4006,5,580,7125,38620.62556,"9/25/2005","15:00",39.1681683,-106.7721506,3076,39,24.5,"""2D Fix-F10""",4,1.9,"2D","yes",2005,"no","no",346905.29247,4336934.30714,268,39,"Hyperphagia","yes"
"4007",4007,4007,5,580,7129,38620.66759,"9/25/2005","16:01",39.1684431,-106.77189,3038,71,24,"""3D Fix-F8""",6,6.7,"3D","yes",2005,"no","no",346928.402873,4336964.36592,268,39,"Hyperphagia","yes"
"4009",4009,4009,5,580,7131,38620.68853,"9/25/2005","16:31",39.1683903,-106.7717636,3053,83,25,"""3D Fix-F1""",5,4.6,"3D","yes",2005,"no","no",346939.20865,4336958.29254,268,39,"Hyperphagia","yes"
"4010",4010,4010,5,580,7145,38620.83425,"9/25/2005","20:01",39.14945,-106.7774589,2514,70,15.5,"""3D Fix-F2""",6,4,"3D","yes",2005,"no","no",346405.972447,4334865.83126,268,39,"Hyperphagia","yes"
"4012",4012,4012,5,580,7151,38620.89675,"9/25/2005","21:31",39.1490439,-106.7771253,2514,81,16,"""3D Fix-F0""",4,4.3,"3D","yes",2005,"no","no",346433.91856,4334820.19553,268,39,"Hyperphagia","yes"
"4013",4013,4013,5,580,7155,38620.93807,"9/25/2005","22:30",39.1490747,-106.7772861,2515,51,20.5,"""3D Fix-F0""",4,6.5,"3D","yes",2005,"no","no",346420.08946,4334823.88608,268,39,"Hyperphagia","yes"
"4015",4015,4015,5,580,7157,38620.95853,"9/25/2005","23:00",39.1490358,-106.7773778,2517,20,23,"""3D Fix-F0""",4,7,"3D","yes",2005,"no","no",346412.080323,4334819.72402,268,39,"Hyperphagia","yes"
"4017",4017,4017,5,580,7159,38620.97935,"9/25/2005","23:30",39.1490072,-106.7773133,2496,19,25.5,"""3D Fix-F0""",4,9.5,"3D","yes",2005,"no","no",346417.592122,4334816.44065,268,39,"Hyperphagia","yes"
"4019",4019,4019,5,580,7161,38621.00023,"9/26/2005","00:00",39.1490772,-106.7773933,2498,20,27.5,"""3D Fix-F6""",5,5.1,"3D","yes",2005,"no","no",346410.830857,4334824.34503,269,39,"Hyperphagia","yes"
"4020",4020,4020,5,580,7169,38621.08471,"9/26/2005","02:01",39.1497819,-106.7792442,2459,111,14,"""2D Fix-F0""",3,2.1,"2D","yes",2005,"no","no",346252.413118,4334905.6914,269,39,"Hyperphagia","yes"
"4022",4022,4022,5,580,7171,38621.10464,"9/26/2005","02:30",39.1496831,-106.7791183,2513,43,14,"""3D Fix-F0""",4,4.2,"3D","yes",2005,"no","no",346263.078035,4334894.51272,269,39,"Hyperphagia","yes"
"4024",4024,4024,5,580,7173,38621.12543,"9/26/2005","03:00",39.1495369,-106.7792581,2514,29,13.5,"""2D Fix-F0""",3,2.8,"2D","yes",2005,"no","no",346250.678634,4334878.52365,269,39,"Hyperphagia","yes"
"4027",4027,4027,5,580,7203,38621.43806,"9/26/2005","10:30",39.15978,-106.7832206,2589,50,19,"""3D Fix-F0""",4,5.9,"3D","yes",2005,"no","no",345930.596102,4336022.07777,269,39,"Hyperphagia","yes"
"4030",4030,4030,5,580,7209,38621.50021,"9/26/2005","12:00",39.1598519,-106.7830433,2575,20,23,"""3D Fix-F0""",4,4.4,"3D","yes",2005,"no","no",345946.072618,4336029.75643,269,39,"Hyperphagia","yes"
"4032",4032,4032,5,580,7215,38621.56362,"9/26/2005","13:31",39.1598392,-106.7831006,2576,90,25,"""2D Fix-F0""",3,3.1,"2D","yes",2005,"no","no",345941.093895,4336028.44424,269,39,"Hyperphagia","yes"
"4035",4035,4035,5,580,7239,38621.8131,"9/26/2005","19:30",39.1744244,-106.7903231,2553,51,19.5,"""3D Fix-F2""",6,3,"3D","yes",2005,"no","no",345348.989023,4337659.48083,269,39,"Hyperphagia","yes"
"4037",4037,4037,5,580,7241,38621.83395,"9/26/2005","20:00",39.1773122,-106.7915853,2603,55,18.5,"""3D Fix-F1""",6,4.2,"3D","yes",2005,"no","no",345246.283805,4337982.13846,269,39,"Hyperphagia","yes"
"4039",4039,4039,5,580,7243,38621.85458,"9/26/2005","20:30",39.1800814,-106.7950547,2589,38,17.5,"""3D Fix-F4""",5,4.4,"3D","yes",2005,"no","no",344952.668641,4338295.40755,269,39,"Hyperphagia","yes"
"4041",4041,4041,5,580,7245,38621.87553,"9/26/2005","21:00",39.1807117,-106.7955506,2566,50,17,"""3D Fix-F0""",4,4.6,"3D","yes",2005,"no","no",344911.218001,4338366.21004,269,39,"Hyperphagia","yes"
"4043",4043,4043,5,580,7247,38621.89628,"9/26/2005","21:30",39.1818511,-106.7985975,2550,32,16,"""2D Fix-F0""",3,4.9,"2D","yes",2005,"no","no",344650.536399,4338497.88406,269,39,"Hyperphagia","yes"
"4044",4044,4044,5,580,7251,38621.93863,"9/26/2005","22:31",39.1802725,-106.7983536,2549,91,21,"""2D Fix-F0""",3,2.4,"2D","yes",2005,"no","no",344668.128744,4338322.26413,269,39,"Hyperphagia","yes"
"4046",4046,4046,5,580,7253,38621.95889,"9/26/2005","23:00",39.1805783,-106.7990725,2547,41,20.5,"""3D Fix-F0""",5,7.1,"3D","yes",2005,"no","no",344606.703451,4338357.43557,269,39,"Hyperphagia","yes"
"4049",4049,4049,5,580,7265,38622.08378,"9/27/2005","02:00",39.1805081,-106.7964364,2518,33,20.5,"""3D Fix-F2""",6,3.2,"3D","yes",2005,"no","no",344834.255104,4338345.12912,270,39,"Hyperphagia","yes"
"4051",4051,4051,5,580,7267,38622.10506,"9/27/2005","02:31",39.1802858,-106.7969553,2523,71,20,"""3D Fix-F11""",6,2.5,"3D","yes",2005,"no","no",344788.943527,4338321.34529,270,39,"Hyperphagia","yes"
"4053",4053,4053,5,580,7297,38622.41742,"9/27/2005","10:01",39.1945211,-106.8008408,2711,66,20.5,"""3D Fix-F1""",5,3.1,"3D","yes",2005,"no","no",344484.700108,4339907.92126,270,39,"Hyperphagia","yes"
"4056",4056,4056,5,580,7311,38622.56269,"9/27/2005","13:30",39.1945097,-106.8005797,2677,21,22,"""3D Fix-F0""",4,8.4,"3D","yes",2005,"no","no",344507.224308,4339906.20801,270,39,"Hyperphagia","yes"
"4059",4059,4059,5,580,7315,38622.60472,"9/27/2005","14:30",39.1941822,-106.8014981,2684,50,23,"""2D Fix-F0""",3,2.4,"2D","yes",2005,"no","no",344427.186196,4339871.43623,270,39,"Hyperphagia","yes"
"4060",4060,4060,5,580,7329,38622.75097,"9/27/2005","18:01",39.1888908,-106.79804,2684,82,17.5,"""3D Fix-F1""",5,8.9,"3D","yes",2005,"no","no",344714.189156,4339278.23522,270,39,"Hyperphagia","yes"
"4061",4061,4061,5,580,7331,38622.77166,"9/27/2005","18:31",39.1882483,-106.7979875,2687,68,19.5,"""3D Fix-F1""",5,6.8,"3D","yes",2005,"no","no",344717.309143,4339206.8369,270,39,"Hyperphagia","yes"
"4063",4063,4063,5,580,7333,38622.79264,"9/27/2005","19:01",39.1865272,-106.7969542,2703,80,15.5,"""2D Fix-F2""",4,2.4,"2D","yes",2005,"no","no",344802.769155,4339014.04957,270,39,"Hyperphagia","yes"
